RowNumber,CustomerId,Surname,credit_score,Geography,Gender,Age,loan_age_years,outstanding_loan_balance,num_bank_products,has_credit_card,online_banking_active,annual_income,churned,monthly_income,estimated_property_value,ltv_ratio,payment_to_income_ratio,risk_score,balance_per_product
1161,15719348,Tsao,513,France,Male,35,8,0.0,1,1,0,76640.29,1,6386.690833333333,268241.01499999996,0.0,0.0,0.24509090909090908,0.0
1162,15781802,Abramov,755,France,Male,41,6,104817.41,1,1,0,126013.58,1,10501.131666666666,441047.53,0.23765558782292692,0.04158972786901222,0.15286450379849084,104817.41
1163,15752731,Millar,615,France,Female,30,9,0.0,1,1,0,87347.82,0,7278.985000000001,305717.37,0.0,0.0,0.1709090909090909,0.0
1164,15600997,Demuth,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0,6447.530833333333,270796.295,0.2492465415747287,0.04361814477557752,0.16276849681418276,33747.52
1165,15750776,Genovese,850,France,Female,36,0,164850.54,1,1,1,62722.44,0,5226.87,219528.54,0.750929879094536,0.13141272884154379,0.2647027823808239,164850.54
1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0,16354.806666666665,686901.88,0.225325369614653,0.03943193968256428,0.17979082915280156,77388.21
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0,6810.316666666667,286033.3,0.5003775084928923,0.08756606398625616,0.3422012535619264,71562.315
1168,15702430,Ignatyeva,548,France,Female,35,10,0.0,1,1,1,31299.71,0,2608.3091666666664,109548.985,0.0,0.0,0.21963636363636363,0.0
1169,15710456,Balmain,607,France,Female,27,2,0.0,2,1,0,63495.86,0,5291.321666666667,222235.51,0.0,0.0,0.17672727272727273,0.0
1170,15650351,Millar,653,France,Female,38,8,102133.38,1,1,1,166520.96,0,13876.746666666666,582823.36,0.17523899522489972,0.030666824164357454,0.2050444730895044,102133.38
1171,15590820,Ecuyer,699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,12520.203333333333,525848.54,0.15200652644200552,0.026601142127350968,0.16340048238898877,79932.41
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1,2278.765,95708.13,1.261248443575274,0.22071847762567298,0.5587718945421022,120711.73
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0,7250.0325,304501.365,0.40301142820821184,0.07052699993643707,0.28969789207975827,61358.765
1174,15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0,3742.725,157194.44999999998,0.5875735434679787,0.10282537010689627,0.4776651286179171,46181.65
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,14998.223333333333,629925.38,0.3233956853746709,0.056594244940567404,0.21945152454911693,203715.15
1176,15721292,Atkins,719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,12146.641666666668,510158.95000000007,0.0,0.0,0.09527272727272729,0.0
1177,15604217,Williams,726,France,Male,34,9,0.0,2,0,0,14121.61,0,1176.8008333333335,49425.635,0.0,0.0,0.0901818181818182,0.0
1178,15651369,Wright,626,France,Male,21,1,0.0,2,1,0,66232.23,0,5519.3525,231812.805,0.0,0.0,0.16290909090909092,0.0
1179,15782454,Hancock,552,France,Male,49,4,0.0,1,1,1,190296.76,1,15858.063333333334,666038.66,0.0,0.0,0.21672727272727277,0.0
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,14398.5575,604739.415,0.15454668189603615,0.027045669331806327,0.08575043264108002,46730.235
1181,15570326,Wilkins,621,France,Male,34,6,0.0,2,1,1,99128.13,0,8260.6775,346948.455,0.0,0.0,0.16654545454545455,0.0
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0,14861.777499999998,624194.6549999999,0.06444255758646315,0.011277447577631052,0.167443274276501,40224.7
1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24,1,12249.353333333333,514472.83999999997,0.32668338721243284,0.05716959276217575,0.24388316671965532,168069.73
1184,15600992,Madukaego,652,France,Male,36,1,0.0,2,1,1,151314.98,0,12609.581666666667,529602.43,0.0,0.0,0.144,0.0
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,7742.986666666667,325205.44,0.40140401710377294,0.07024570299316027,0.3349494614836254,130538.77
1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,1,1,58974.0,0,4914.5,206409.0,0.6425281843330475,0.11244243225828332,0.2948548213410356,132623.6
1187,15589257,Grant,670,France,Female,35,3,103465.02,2,1,1,174627.06,0,14552.255,611194.71,0.1692832387243666,0.029624566776764154,0.19058143255943016,51732.51
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,6631.661666666667,278529.79000000004,0.45434206517012055,0.0795098614047711,0.22197375979064932,126547.8
1189,15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,4230.93,177699.06,0.7217974028675223,0.12631454550181637,0.4886154026926197,64131.36
1190,15791279,Murray,701,France,Male,40,5,169742.64,1,1,1,153537.55,1,12794.795833333332,537381.4249999999,0.3158699428436702,0.05527723999764229,0.21970779121603012,169742.64
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0,11081.282500000001,465413.86500000005,0.0,0.0,0.03854545454545455,0.0
1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,7100.744166666666,298231.255,0.5056338243287076,0.08848591925752383,0.33169046853041484,150795.81
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,14184.568333333335,595751.87,0.21796947108197914,0.03814465743934635,0.12410696582912492,64927.86
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,8384.595,352152.99,0.4148720418361349,0.07260260732132362,0.5004242129290558,48699.47666666666
1195,15573769,Fiorentini,764,France,Female,24,7,0.0,2,1,0,186105.99,0,15508.832499999999,651370.965,0.0,0.0,0.06254545454545456,0.0
1196,15578866,Hughes,676,France,Female,43,2,0.0,1,1,1,55119.53,0,4593.294166666667,192918.35499999998,0.0,0.0,0.12654545454545454,0.0
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,2396.749166666667,100663.46500000001,0.6521065015991651,0.11411863777985388,0.3258675418137057,65643.3
1198,15813444,McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,14251.786666666667,598575.04,0.0,0.0,0.1890909090909091,0.0
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,0,14723.226666666667,618375.52,0.1691272642875643,0.029597271250323753,0.25307190611591185,104584.16
1200,15769169,Trentino,645,France,Male,41,7,0.0,1,0,1,28667.56,0,2388.9633333333336,100336.46,0.0,0.0,0.1490909090909091,0.0
1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,16436.5025,690333.105,0.14454656639999902,0.02529564911999983,0.10767993738327238,49892.64
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,11666.223333333333,489981.38,0.260530757311635,0.045592882529536125,0.41983709195235136,127655.22
1203,15724334,Alekseyeva,529,France,Male,22,5,0.0,1,1,0,151169.83,0,12597.485833333332,529094.4049999999,0.0,0.0,0.23345454545454547,0.0
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,9842.803333333333,413397.74,0.2449388329989419,0.042864295774814834,0.3677954840866725,101257.16
1205,15650098,Baranova,630,France,Female,40,7,0.0,2,1,1,34453.17,0,2871.0975,120586.095,0.0,0.0,0.16000000000000003,0.0
1206,15724307,Mitchell,780,France,Male,76,10,121313.88,1,0,1,64872.33,0,5406.0275,227053.155,0.5342972662062326,0.09350202158609071,0.2392488772467879,121313.88
1207,15599268,Yobachi,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,913.0683333333333,38348.869999999995,0.0,0.0,0.19345454545454546,0.0
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,3073.820833333333,129100.47499999999,0.6314723474100309,0.11050766079675542,0.29386672973476313,81523.38
1209,15616451,Genovese,697,France,Female,47,6,128252.66,1,1,1,168053.4,0,14004.449999999999,588186.9,0.2180474607645971,0.038158305633804505,0.18813445719224775,128252.66
1210,15715667,Sorokina,850,France,Female,32,7,0.0,2,0,0,155227.0,0,12935.583333333334,543294.5,0.0,0.0,0.0,0.0
1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,1,3200.8158333333336,134434.265,0.0,0.0,0.1010909090909091,0.0
1212,15738174,Ervin,452,France,Female,32,5,0.0,2,0,1,75279.39,0,6273.2825,263477.865,0.0,0.0,0.28945454545454546,0.0
1213,15813590,Vance,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,13191.8825,554059.065,0.0,0.0,0.17454545454545456,0.0
1214,15624229,Noble,694,France,Female,22,4,0.0,2,1,1,11525.72,0,960.4766666666666,40340.02,0.0,0.0,0.11345454545454546,0.0
1215,15674148,Milanesi,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,7916.086666666666,332475.63999999996,0.0,0.0,0.1970909090909091,0.0
1216,15625080,Parkin,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,14492.690833333334,608693.015,0.0,0.0,0.07636363636363637,0.0
1217,15682528,Cremonesi,572,France,Male,33,5,0.0,1,0,1,41139.05,0,3428.254166666667,143986.67500000002,0.0,0.0,0.2021818181818182,0.0
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,4834.995833333333,203069.82499999998,0.7167069750515618,0.1254237206340233,0.5035482996147664,72770.78
1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1,13677.3675,574449.435,0.0,0.0,0.10472727272727274,0.0
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,3916.5108333333333,164493.455,0.7574865516685756,0.13256014654200074,0.38119582764499105,62300.79
1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,14773.284166666666,620477.935,0.1856356745385313,0.03248624304424298,0.1563456661839232,57591.42
1222,15697625,Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,6319.3775,265413.855,0.6171097963216728,0.10799421435629276,0.2604402941124806,81894.745
1223,15616280,Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0,5091.2108333333335,213830.85499999998,0.3074084420604314,0.05379647736057549,0.33672511218993845,65733.41
1224,15654229,O'Neill,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,2509.7866666666664,105411.04,0.0,0.0,0.10981818181818181,0.0
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,14935.593333333332,627294.9199999999,0.20482568231223683,0.03584449440464144,0.32674650756051804,128486.11
1226,15733387,Pham,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,4342.537499999999,182386.57499999998,0.6012694190896453,0.10522214834068794,0.31594747022909997,109663.47
1227,15775572,Bergamaschi,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,6270.729166666667,263370.625,0.3353612803250173,0.05868822405687802,0.35021485131456853,44162.155
1228,15613844,Murphy,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,15359.811666666666,645112.09,0.2270074337003977,0.0397263008975696,0.29311102947029927,73222.62
1229,15578515,Osinachi,659,France,Female,38,3,0.0,2,1,0,158553.1,0,13212.758333333333,554935.85,0.0,0.0,0.13890909090909093,0.0
1230,15607598,Muravyov,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,7973.868333333333,334902.47,0.0,0.0,0.2,0.0
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,5973.544999999999,250888.88999999998,0.43823801843118687,0.0766916532254577,0.2090243560424479,54974.525
1232,15749482,Zack,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,149.20666666666668,6266.68,1.5,2.0,1.1067272727272726,78653.05
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,11619.25,488008.5,0.22100192926967463,0.038675337622193065,0.26917590734028757,107850.82
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,9863.211666666666,414254.88999999996,0.20220726905601527,0.035386272084802675,0.20436897143315447,41882.675
1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,1,1,130827.88,0,10902.323333333334,457897.58,0.31398521477226415,0.05494741258514623,0.16813433366176858,143773.07
1236,15600700,Pan,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,9950.385833333334,417916.205,0.27811142188181004,0.04866949882931675,0.3358524580315199,116227.27
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,13558.583333333334,569460.5,0.18170096082169002,0.031797668143795754,0.20077686141691845,103471.52
1238,15634267,Yudin,717,France,Male,42,5,0.0,2,1,0,172665.21,0,14388.7675,604328.235,0.0,0.0,0.09672727272727273,0.0
1239,15619626,Wade,746,France,Male,24,3,137492.35,2,0,1,170142.09,0,14178.5075,595497.315,0.2308865993795455,0.040405154891420464,0.15702388991765343,68746.175
1240,15660422,Chung,569,France,Male,28,7,0.0,2,1,0,73977.23,0,6164.769166666666,258920.305,0.0,0.0,0.20436363636363636,0.0
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,0,5075.51,213171.42,0.6090384442717508,0.1065817277475564,0.4117769606967012,129829.59
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,16238.939166666665,682035.445,0.21454833626718625,0.0375459588467576,0.3163555612614559,73164.785
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,16143.046666666667,678007.96,0.16818047386936283,0.029431582927138496,0.1712836170389504,114027.7
1244,15593331,Sidorov,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,1219.4458333333334,51216.725,1.5,0.5008446117942917,0.7144352017201057,146580.69
1245,15616709,Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,2644.193333333333,111056.12,1.1896905816626766,0.20819585179096844,0.6106386573088208,66061.21
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,1671.9691666666668,70222.705,1.161361271970369,0.20323822259481458,0.572288939278646,81553.93
1247,15721189,Kung,666,France,Female,66,7,0.0,2,1,1,99792.82,0,8316.068333333335,349274.87,0.0,0.0,0.1338181818181818,0.0
1248,15711288,Hay,512,France,Male,24,6,0.0,2,1,0,37654.31,0,3137.8591666666666,131790.085,0.0,0.0,0.24581818181818182,0.0
1249,15770030,Conti,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,16037.418333333333,673571.57,0.0,0.0,0.11709090909090909,0.0
1250,15803681,Sims,803,France,Female,26,4,0.0,2,1,1,181208.47,0,15100.705833333333,634229.645,0.0,0.0,0.03418181818181818,0.0
1251,15702789,Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,12930.467499999999,543079.635,0.32263170759478027,0.05646054882908656,0.33336404056352364,175214.71
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,10125.348333333333,425264.63,0.2951915140462069,0.05165851495808622,0.2946004632467425,125534.51
1253,15658306,Lo,693,France,Male,68,4,97705.99,1,1,1,61569.07,0,5130.755833333334,215491.745,0.4534094333868799,0.07934665084270397,0.2740086434506933,97705.99
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,10272.475833333334,431443.98500000004,0.2939376939048066,0.051439096433341165,0.3588857643741716,63408.825
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,2606.0116666666668,109452.48999999999,0.42822625597645153,0.07493959479587901,0.3124043006862446,11717.6075
1256,15615032,Peng,624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,5235.419166666667,219887.60499999998,0.0,0.0,0.16436363636363638,0.0
1257,15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,1,0,184056.45,0,15338.0375,644197.5750000001,0.1864256163957152,0.03262448286925017,0.1508059388703987,120094.93
1258,15647402,Wan,628,France,Female,38,3,0.0,2,1,1,48924.73,0,4077.0608333333334,171236.55500000002,0.0,0.0,0.16145454545454546,0.0
1259,15740494,Cameron,633,France,Female,33,3,0.0,2,1,0,191111.02,0,15925.918333333333,668888.57,0.0,0.0,0.15781818181818183,0.0
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,4515.338333333333,189644.21,0.5502774906758293,0.09629856086827013,0.4056091790995935,52178.47
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,5365.110833333333,225334.655,0.6523822977872622,0.1141669021127709,0.33614657815182813,147004.34
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,6564.238333333334,275698.01,0.2648665110060098,0.046351639426051715,0.17045635422052755,36511.585
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,9730.565833333332,408683.76499999996,0.4243685823927946,0.07426450191873907,0.2841353798389147,173432.55
1264,15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,2743.0241666666666,115207.015,1.4381061778225919,0.2516685811189536,0.6611142458642819,165679.92
1265,15732199,Gether,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,4247.716666666666,178404.1,0.5867500802952398,0.102681264051667,0.2162839487586175,104678.62
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,10172.208333333334,427232.75,0.27379282136025385,0.047913743738044426,0.32633015134767135,38991.08666666666
1267,15749050,Justice,548,France,Female,36,3,0.0,1,1,0,65996.9,0,5499.741666666666,230989.14999999997,0.0,0.0,0.21963636363636363,0.0
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,6631.448333333334,278520.83,0.45502108406039143,0.07962868971056852,0.16984947758583344,126732.85
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0,10877.4275,456851.955,0.32500920347380363,0.05687661060791564,0.25420210786087943,148481.09
1270,15723339,Chin,554,France,Female,38,4,137654.05,2,1,1,172629.67,0,14385.805833333334,604203.8450000001,0.22782716650868048,0.03986975413901909,0.29558180346703716,68827.025
1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,1268.0441666666668,53257.855,1.5,0.3789137208023117,0.655310479877057,115315.04
1272,15793854,Ahmed,723,France,Male,42,2,99095.73,1,1,1,17512.53,0,1459.3774999999998,61293.854999999996,1.5,0.282928080637121,0.6272420605547727,99095.73
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,10987.667500000001,461482.03500000003,0.3588664291124572,0.06280162509468001,0.3192276889894139,82805.205
1274,15612064,Tsou,474,France,Male,33,5,0.0,2,1,0,181945.52,1,15162.126666666665,636809.32,0.0,0.0,0.27345454545454545,0.0
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,7623.541666666667,320188.75,0.504791814203341,0.08833856748558468,0.38739365996122316,161628.66
1276,15683195,Ubanwa,719,France,Male,32,9,146605.27,1,1,1,77119.45,0,6426.620833333333,269918.075,0.5431472864497866,0.09505077512871266,0.28673214574627703,146605.27
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,7967.645,334641.09,0.33913551978927625,0.059348715963123355,0.2759089070893563,113488.68
1278,15721719,Calabresi,743,France,Male,42,7,77002.2,2,1,1,80428.42,0,6702.368333333333,281499.47,0.2735429661732578,0.047870019080320125,0.1742420773942552,38501.1
1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,13642.910000000002,573002.2200000001,0.0,0.0,0.12290909090909091,0.0
1280,15634896,Grant,521,France,Female,39,6,0.0,2,0,1,27375.15,0,2281.2625000000003,95813.02500000001,0.0,0.0,0.23927272727272728,0.0
1281,15671590,H?,741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,6156.1375,258557.77499999997,0.0,0.0,0.07927272727272727,0.0
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,11605.54,487432.68000000005,0.3741327520345989,0.06547323160605481,0.17551815872855975,182364.53
1283,15778287,Ugoji,622,France,Male,35,8,0.0,2,1,1,131772.51,0,10981.042500000001,461203.78500000003,0.0,0.0,0.16581818181818184,0.0
1284,15609510,Gregory,669,France,Male,45,7,149364.58,1,0,1,173454.07,0,14454.505833333335,607089.245,0.24603397479064218,0.04305594558836238,0.218363339750065,149364.58
1285,15742229,Mackay,583,France,Male,59,7,127450.14,1,0,1,67552.71,0,5629.392500000001,236434.48500000002,0.5390505534757334,0.09433384685825336,0.3841971382820142,127450.14
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,2897.1108333333336,121678.655,1.333662999480065,0.2333910249090114,0.710116207316723,162278.32
1287,15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,10018.261666666667,420766.99,0.3617510014271795,0.0633064252497564,0.32460813709398983,76106.44
1288,15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,7517.698333333334,315743.33,0.5130556202089843,0.08978473353657226,0.29139756066912154,161993.89
1289,15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,13747.985,577415.37,0.22768434446073024,0.03984476028062779,0.299895095058771,131468.44
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,107.15083333333332,4500.335,1.5,2.0,1.1794545454545453,102980.44
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,6973.288333333334,292878.11000000004,0.48935705710474564,0.0856374849933305,0.31577108990215014,143321.97
1292,15679611,Andrews,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,2879.0616666666665,120920.59,1.0784343675465031,0.18872601432063804,0.46451175092377867,130404.92
1293,15636589,Murray,794,France,Female,41,7,0.0,2,1,1,74275.08,0,6189.59,259962.78,0.0,0.0,0.04072727272727273,0.0
1294,15687752,Griffin,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,606.5475,25474.995,1.5,0.6011171837325189,0.7823351551197556,43752.735
1295,15584363,Longstaff,824,France,Male,30,0,133634.02,1,1,1,162053.92,0,13504.493333333334,567188.7200000001,0.23560768274799254,0.0412313444808987,0.10196079907775829,133634.02
1296,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,16611.385833333334,697678.2050000001,0.2167670122359634,0.037934227141293596,0.3062285536313589,151233.62
1297,15803365,Coffee,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,5195.6425,218216.985,0.3219906553103555,0.0563483646793122,0.25677443326962757,70263.83
1298,15793247,Hancock,498,France,Male,34,5,0.0,2,1,1,91711.66,0,7642.638333333333,320990.81,0.0,0.0,0.256,0.0
1299,15572360,Clark,683,France,Male,30,10,57657.49,1,0,0,79240.9,0,6603.408333333333,277343.14999999997,0.20789224467956033,0.03638114281892306,0.19473656170409048,57657.49
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,6389.966666666667,268378.60000000003,0.5722226362310556,0.10013896134043473,0.3704357519987198,76786.155
1301,15724620,Dodds,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,13542.629166666666,568790.4249999999,0.23690989523953396,0.04145923166691844,0.31041982898102666,134752.08
1302,15800856,Ewen,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,1780.0733333333335,74763.08,1.1119404122997607,0.19458957215245812,0.5425044498811201,83132.09
1303,15671097,Carter,428,France,Female,31,2,0.0,2,1,0,54487.43,0,4540.619166666666,190706.005,0.0,0.0,0.3069090909090909,0.0
1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,4494.254166666667,188758.67500000002,0.7104125413043929,0.12432219472826879,0.4373295117188894,67048.265
1305,15749004,Tsao,718,France,Female,31,0,118100.59,2,1,0,103165.15,0,8597.095833333333,361078.02499999997,0.32707775556266544,0.05723860722346646,0.21129490883583954,59050.295
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,12196.650833333333,512259.33499999996,0.1501493379325142,0.026276134138189987,0.08129127798484762,76915.4
1307,15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,2364.2458333333334,99298.325,0.8215319845526096,0.14376809729670667,0.3092263881911585,81576.75
1308,15638806,Blackburn,645,Spain,Male,49,2,0.0,2,0,0,10023.15,0,835.2624999999999,35081.025,0.0,0.0,0.1490909090909091,0.0
1309,15662294,Bennett,710,France,Male,33,10,118327.17,2,1,1,192928.82,0,16077.401666666667,675250.87,0.17523438362989446,0.03066601713523153,0.1635883020477196,59163.585
1310,15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,4207.141666666666,176699.94999999998,0.7066085191308771,0.12365649084790346,0.43744313935727047,62428.845
1311,15759317,Vasilieva,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,10971.8725,460818.645,0.1974135616843368,0.034547373294758946,0.1437700986755469,90971.85
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,1,1,152235.3,0,12686.275,532823.5499999999,0.28742676632817754,0.05029968410743107,0.10131793513068257,153147.75
1313,15596181,Kwemto,542,France,Male,38,8,65942.26,1,1,1,68093.23,1,5674.435833333333,238326.305,0.27668897061111236,0.048420569856944665,0.32153286214041715,65942.26
1314,15576602,Lawrence,809,France,Male,38,3,0.0,2,1,1,80061.31,0,6671.775833333333,280214.58499999996,0.0,0.0,0.029818181818181817,0.0
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,1,12465.305833333334,523542.84500000003,0.0,0.0,0.1272727272727273,0.0
1316,15734634,Bocharova,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0,635.9391666666667,26709.445,1.5,0.661175597246592,0.8250799519012503,100912.19
1317,15808689,Morres,850,France,Female,31,4,0.0,2,1,1,33082.81,0,2756.900833333333,115789.83499999999,0.0,0.0,0.0,0.0
1318,15720702,Shih,789,France,Male,37,3,0.0,1,1,0,121883.87,1,10156.989166666666,426593.545,0.0,0.0,0.04436363636363637,0.0
1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1,8393.56,352529.52,0.0,0.0,0.18327272727272728,0.0
1320,15763612,T'an,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0,3924.4258333333332,164825.885,0.7549754093539374,0.13212069663693904,0.3344924681608993,62219.745
1321,15596493,Wisdom,687,France,Female,47,7,0.0,2,1,1,177624.01,0,14802.000833333334,621684.035,0.0,0.0,0.11854545454545456,0.0
1322,15704483,Lorenzo,724,France,Male,40,6,0.0,2,0,0,106149.48,0,8845.789999999999,371523.18,0.0,0.0,0.09163636363636364,0.0
1323,15598846,Shahan,700,France,Female,44,2,58781.76,1,1,0,16874.92,0,1406.243333333333,59062.219999999994,0.995251448387819,0.17416900346786832,0.45991704464761524,58781.76
1324,15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,4546.7325,190962.765,0.8349985925266635,0.14612475369216613,0.45070064022928524,79726.82
1325,15765537,Liang,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,12800.479166666666,537620.125,0.2654690800497842,0.04645708900871224,0.21212330526300352,142721.52
1326,15729975,Chidozie,613,France,Female,46,8,167795.6,1,0,1,44390.38,0,3699.1983333333333,155366.33,1.0799997657150042,0.18899995900012573,0.5530635537781754,167795.6
